date,party,value,mean20,mean20_missing
2016-03-27,others,2.9,5.026666666666667,4.765
2016-03-27,si,4.3,4.24,4.22
2016-03-27,ap,3,2.9299999999999997,3.045
2016-03-28,pd,32,32.733333333333334,32.74
2016-03-28,fi,12,11.78,11.615
2016-03-28,ln,14,14.1,14.01
2016-03-28,fdl,4.5,4.483333333333333,4.365
2016-03-28,m5s,26,24.993333333333336,25.19
2016-03-28,others,6,5.12,4.84
2016-03-28,si,3,4.216666666666667,4.2
2016-03-28,ap,2.5,2.9433333333333334,3.045
2016-03-29,pd,31,32.663333333333334,32.68
2016-03-29,pd,32.5,32.61,32.59
2016-03-29,fi,12.5,11.753333333333332,11.73
2016-03-29,fi,13.1,11.74,11.855
2016-03-29,ln,14.2,14.106666666666666,13.985
2016-03-29,ln,14.5,14.110000000000001,13.97
2016-03-29,fdl,4.5,4.48,4.425
2016-03-29,fdl,4.7,4.48,4.435
2016-03-29,m5s,25,25.10666666666667,25.215
2016-03-29,m5s,28,25.180000000000003,25.315
2016-03-29,others,3,5.036666666666666,4.775
2016-03-29,others,4.5,4.88,4.785
2016-03-29,si,3.3,4.16,4.155
2016-03-29,si,4.5,4.126666666666667,4.115
2016-03-29,ap,2.7,2.9299999999999997,3.03
2016-03-29,ap,3,2.9266666666666667,2.9899999999999998
2016-03-30,pd,34.1,32.70333333333333,32.685
2016-03-30,fi,10,11.656666666666666,11.9
2016-03-30,ln,14.4,14.096666666666666,14.015
2016-03-30,fdl,3.7,4.433333333333334,4.43
2016-03-30,m5s,25.4,25.14666666666667,25.435
2016-03-30,others,4.9,4.956666666666667,4.785
2016-03-30,si,5,4.156666666666667,4.19
2016-03-30,ap,2.5,2.9033333333333333,2.95
2016-03-31,pd,33.4,32.75,32.615
2016-03-31,fi,12.8,11.666666666666666,11.94
2016-03-31,ln,14.8,14.073333333333332,14.02
2016-03-31,fdl,4.3,4.41,4.415
2016-03-31,m5s,22.8,25.073333333333334,25.305
2016-03-31,others,4.4,4.956666666666667,4.685
2016-03-31,si,4.1,4.193333333333333,4.115
2016-03-31,ap,3.8,2.9433333333333334,2.975
2016-04-03,pd,32.1,32.693333333333335,32.61
2016-04-03,fi,12.6,11.713333333333333,11.92
2016-04-03,ln,13.8,14.076666666666666,14.05
2016-04-03,fdl,4.4,4.4366666666666665,4.425
2016-04-03,m5s,27.4,25.25,25.33
2016-04-03,others,2.9,4.876666666666667,4.66
2016-04-03,si,4.3,4.216666666666667,4.17
2016-04-03,ap,3.4,2.966666666666667,2.95
2016-04-04,pd,30.7,32.53333333333333,32.56
2016-04-04,fi,13.5,11.75,11.965
2016-04-04,ln,14,14.069999999999999,14.02
2016-04-04,fdl,4.7,4.46,4.44
2016-04-04,m5s,25.5,25.29666666666667,25.285
2016-04-04,others,4.8,4.816666666666666,4.74
2016-04-04,si,4,4.2,4.17
2016-04-04,ap,2.8,2.9466666666666663,2.935
2016-04-07,pd,30,32.47666666666667,32.410000000000004
2016-04-07,pd,33.2,32.54333333333334,32.47
2016-04-07,pd,33.5,32.593333333333334,32.54
2016-04-07,fi,10,11.759999999999998,11.865
2016-04-07,fi,10.4,11.69,11.735
2016-04-07,fi,12.4,11.736666666666666,11.705
2016-04-07,ln,14,14.133333333333333,14.07
2016-04-07,ln,14.5,14.12,14.120000000000001
2016-04-07,ln,14.6,14.139999999999999,14.115
2016-04-07,fdl,3.9,4.3933333333333335,4.4350000000000005
2016-04-07,fdl,4,4.366666666666666,4.4
2016-04-07,fdl,5.5,4.383333333333334,4.425
2016-04-07,m5s,24.3,25.290000000000003,25.2
2016-04-07,m5s,25.8,25.263333333333335,25.235
2016-04-07,m5s,26.5,25.313333333333336,25.26
2016-04-07,others,4.3,4.67,4.605
2016-04-07,others,4.4,4.716666666666667,4.65
2016-04-07,others,6.5,4.7,4.745
2016-04-07,si,3.7,4.1433333333333335,4.205
2016-04-07,si,4,4.1433333333333335,4.245
2016-04-07,si,5.3,4.1866666666666665,4.31
2016-04-07,ap,2.7,2.9766666666666666,2.9699999999999998
2016-04-07,ap,3,2.9766666666666666,2.9899999999999998
2016-04-07,ap,3.5,3.0266666666666664,3.015
2016-04-08,pd,30.1,32.513333333333335,32.495
2016-04-08,fi,12,11.719999999999999,11.78
2016-04-08,ln,13.5,14.083333333333334,14.075
2016-04-08,fdl,5.4,4.413333333333333,4.515
2016-04-08,m5s,27.3,25.393333333333334,25.385
2016-04-08,others,2.9,4.6466666666666665,4.68
2016-04-08,si,5.5,4.256666666666667,4.435
2016-04-08,ap,3.3,3.0533333333333332,3.03
2016-04-10,pd,30.9,32.47,32.315
2016-04-10,fi,12.2,11.786666666666665,11.84
2016-04-10,ln,14.4,14.073333333333332,14.045
2016-04-10,fdl,4.4,4.45,4.485
2016-04-10,m5s,27.3,25.486666666666668,25.5
2016-04-10,others,2.9,4.6,4.475
2016-04-10,si,4.5,4.266666666666667,4.41
2016-04-10,ap,3.4,3.066666666666667,3.045
2016-04-11,pd,30.3,32.336666666666666,32.15
2016-04-11,fi,13.5,11.883333333333333,11.875
2016-04-11,ln,13.9,14.043333333333333,13.97
2016-04-11,fdl,5.5,4.483333333333333,4.58
2016-04-11,m5s,26.3,25.49666666666667,25.695
2016-04-11,others,4.1,4.593333333333334,4.445
2016-04-11,si,3.9,4.220000000000001,4.4
2016-04-11,ap,3,3.04,3.025
2016-04-14,pd,32.6,32.35,32.160000000000004
2016-04-14,pd,33.1,32.29333333333334,32.235
2016-04-14,fi,9.9,11.909999999999998,11.88
2016-04-14,fi,13,11.943333333333332,11.895
2016-04-14,ln,13.8,14.053333333333333,14.015
2016-04-14,ln,14.9,14.06,14.07
2016-04-14,fdl,3.6,4.4766666666666675,4.485
2016-04-14,fdl,4,4.456666666666666,4.46
2016-04-14,m5s,25.2,25.57,25.775
2016-04-14,m5s,25.4,25.57,25.685
2016-04-14,others,3.6,4.55,4.315
2016-04-14,others,6.4,4.55,4.485
2016-04-14,si,3.4,4.216666666666667,4.26
2016-04-14,si,6.1,4.233333333333333,4.345
2016-04-14,ap,2.9,3.0266666666666664,3
2016-04-14,ap,3.7,3.04,3.045
2016-04-17,pd,30.6,32.24,32.14
2016-04-17,fi,12.2,11.916666666666666,11.905
2016-04-17,ln,14.7,14.110000000000001,14.13
2016-04-17,fdl,4.4,4.463333333333334,4.455
2016-04-17,m5s,27.3,25.583333333333332,25.75
2016-04-17,others,3,4.536666666666666,4.31
2016-04-17,si,4.6,4.28,4.425
2016-04-17,ap,3.2,3.0166666666666666,3.105
2016-04-18,pd,30,32.18333333333334,31.91
2016-04-18,fi,13,11.93,12.045
2016-04-18,ln,13.8,14.083333333333334,14.115
2016-04-18,fdl,5.2,4.489999999999999,4.54
2016-04-18,m5s,26.5,25.586666666666666,25.825
2016-04-18,others,4.7,4.586666666666667,4.315
2016-04-18,si,3.8,4.273333333333334,4.36
2016-04-18,ap,3,3.013333333333333,3.11
2016-04-19,pd,30.5,32.1,31.735
2016-04-19,fi,12.5,11.946666666666665,12.03
2016-04-19,ln,13.5,14.1,14.055
2016-04-19,fdl,5.5,4.54,4.62
2016-04-19,m5s,27.5,25.636666666666667,26.05
2016-04-19,others,3,4.453333333333333,4.25
2016-04-19,si,4.5,4.323333333333334,4.385
2016-04-19,ap,3,3.0466666666666664,3.095
2016-04-20,pd,30,32.03333333333334,31.6
2016-04-20,pd,31.8,32.02333333333333,31.62
2016-04-20,fi,10,11.846666666666666,12.02
2016-04-20,fi,10.4,11.759999999999998,11.9
2016-04-20,ln,14.4,14.129999999999999,14.15
2016-04-20,ln,14.5,14.123333333333333,14.21
2016-04-20,fdl,3.9,4.513333333333334,4.525
2016-04-20,fdl,5,4.513333333333334,4.555
2016-04-20,m5s,26.3,25.67666666666667,26.185
2016-04-20,m5s,27,25.71,26.14
2016-04-20,others,3.5,4.453333333333333,4.135
2016-04-20,others,7,4.533333333333333,4.34
2016-04-20,si,3.5,4.333333333333333,4.265
2016-04-20,si,6.4,4.413333333333333,4.37
2016-04-20,ap,3,3.06,3.07
2016-04-20,ap,3.3,3.07,3.085
2016-04-21,pd,31.2,32.03,31.580000000000002
2016-04-21,pd,32,31.94666666666667,31.63
2016-04-21,fi,11.2,11.783333333333333,11.86
2016-04-21,fi,12.3,11.826666666666664,11.85
2016-04-21,ln,13,14.08,14.16
2016-04-21,ln,15.2,14.086666666666666,14.21
2016-04-21,fdl,3.8,4.52,4.5200000000000005
2016-04-21,fdl,5.5,4.536666666666666,4.57
2016-04-21,m5s,25.3,25.72666666666667,26.105
2016-04-21,m5s,26.4,25.773333333333333,26.175
2016-04-21,others,3.4,4.506666666666667,4.21
2016-04-21,others,4.6,4.426666666666667,4.29
2016-04-21,si,3.4,4.426666666666667,4.39
2016-04-21,si,6.2,4.466666666666667,4.535
2016-04-21,ap,3,3.07,3.11
2016-04-21,ap,3.5,3.0833333333333335,3.15
2016-04-24,pd,30.5,31.843333333333337,31.53
2016-04-24,fi,11.9,11.796666666666665,11.79
2016-04-24,ln,14.9,14.069999999999999,14.23
2016-04-24,fdl,4.4,4.5633333333333335,4.555
2016-04-24,m5s,27.6,25.94666666666667,26.155
2016-04-24,others,3.4,4.383333333333334,4.235
2016-04-24,si,4.5,4.48,4.535
2016-04-24,ap,2.8,3.063333333333333,3.14
2016-04-25,pd,31,31.79666666666667,31.375
2016-04-25,fi,12.8,11.896666666666667,11.93
2016-04-25,ln,13.5,14.09,14.185
2016-04-25,fdl,4.8,4.54,4.61
2016-04-25,m5s,25.7,26.016666666666666,26.17
2016-04-25,others,5.2,4.35,4.25
2016-04-25,si,4,4.406666666666667,4.485
2016-04-25,ap,3,3.05,3.165
2016-04-27,pd,30.9,31.773333333333333,31.25
2016-04-27,pd,31.1,31.72666666666667,31.2
2016-04-27,fi,11,11.84,11.84
2016-04-27,fi,13.1,11.876666666666665,11.865
2016-04-27,ln,13.1,14.066666666666666,14.1
2016-04-27,ln,15.1,14.12,14.165
2016-04-27,fdl,3.6,4.510000000000001,4.575
2016-04-27,fdl,3.9,4.489999999999999,4.55
2016-04-27,m5s,27.1,26.013333333333335,26.385
2016-04-27,m5s,28.9,26.110000000000003,26.46
2016-04-27,others,2.5,4.333333333333333,4.155
2016-04-27,others,3.1,4.220000000000001,4.165
2016-04-27,si,3.2,4.366666666666666,4.44
2016-04-27,si,5.8,4.46,4.515
2016-04-27,ap,3.4,3.07,3.145
2016-04-27,ap,4.2,3.143333333333333,3.185
2016-04-28,pd,32.1,31.643333333333334,31.27
2016-04-28,fi,11.1,11.906666666666666,11.745
2016-04-28,ln,14.5,14.133333333333333,14.19
2016-04-28,fdl,3.5,4.489999999999999,4.49
2016-04-28,m5s,28,26.21,26.585
2016-04-28,others,3.6,4.1866666666666665,4.105
2016-04-28,si,3.7,4.413333333333333,4.5
2016-04-28,ap,3.7,3.17,3.23
2016-05-01,pd,30.7,31.53333333333334,31.305
2016-05-01,fi,11.6,11.866666666666667,11.825
2016-05-01,ln,14.3,14.12,14.205
2016-05-01,fdl,4.6,4.513333333333334,4.525
2016-05-01,m5s,28,26.37666666666667,26.77
2016-05-01,others,3.8,4.17,4.08
2016-05-01,si,4.3,4.423333333333334,4.53
2016-05-01,ap,2.7,3.15,3.23
2016-05-02,pd,30,31.443333333333335,31.145
2016-05-02,pd,30.5,31.413333333333338,30.995
2016-05-02,fi,13.1,11.963333333333333,11.96
2016-05-02,fi,13.5,11.986666666666666,12.015
2016-05-02,ln,13.3,14.146666666666667,14.145
2016-05-02,ln,13.5,14.153333333333332,14.09
2016-05-02,fdl,4.5,4.47,4.55
2016-05-02,fdl,4.7,4.48,4.51
2016-05-02,m5s,26.5,26.473333333333336,26.805
2016-05-02,m5s,28.5,26.493333333333336,26.905
2016-05-02,others,3,4.076666666666667,4.01
2016-05-02,others,5,4.1466666666666665,3.935
2016-05-02,si,3.5,4.343333333333334,4.505
2016-05-02,si,3.9,4.33,4.435
2016-05-02,ap,3,3.1333333333333333,3.23
2016-05-02,ap,3.5,3.15,3.23
2016-05-03,pd,30,31.34666666666667,30.990000000000002
2016-05-03,fi,11,11.953333333333331,11.965
2016-05-03,ln,14,14.153333333333332,14.115
2016-05-03,fdl,5.5,4.513333333333334,4.515
2016-05-03,m5s,27,26.526666666666667,26.89
2016-05-03,others,5.5,4.13,4.065
2016-05-03,si,4,4.363333333333333,4.36
2016-05-03,ap,3,3.1666666666666665,3.215
2016-05-04,pd,30.5,31.330000000000002,30.97
2016-05-04,fi,11.6,11.923333333333334,11.935
2016-05-04,ln,14.8,14.173333333333334,14.135
2016-05-04,fdl,3.2,4.47,4.455
2016-05-04,m5s,28.1,26.630000000000003,26.93
2016-05-04,others,3.6,4.15,4.1
2016-05-04,si,5.4,4.433333333333334,4.405
2016-05-04,ap,2.8,3.17,3.185
2016-05-05,pd,31.3,31.290000000000003,31.02
2016-05-05,pd,31.5,31.203333333333333,30.965
2016-05-05,fi,11.3,11.863333333333333,11.825
2016-05-05,fi,12,11.93,11.93
2016-05-05,ln,13,14.123333333333333,14.09
2016-05-05,ln,15.2,14.15,14.16
2016-05-05,fdl,4,4.446666666666667,4.38
2016-05-05,fdl,5,4.489999999999999,4.45
2016-05-05,m5s,26.5,26.580000000000002,26.94
2016-05-05,m5s,27.5,26.65,27.055
2016-05-05,others,3.6,4.12,4.075
2016-05-05,others,6,4.156666666666667,4.195
2016-05-05,si,3.5,4.4,4.385
2016-05-05,si,3.5,4.35,4.39
2016-05-05,ap,2.5,3.1533333333333333,3.16
2016-05-05,ap,3.4,3.183333333333333,3.185
2016-05-08,pd,30.3,31.100000000000005,30.825
2016-05-08,fi,12.2,11.909999999999998,11.89
2016-05-08,ln,13.9,14.12,14.11
2016-05-08,fdl,4.6,4.5,4.48
2016-05-08,m5s,28.3,26.833333333333332,27.2
2016-05-08,others,3.9,4.14,4.07
2016-05-08,si,4,4.346666666666667,4.285
2016-05-08,ap,2.8,3.15,3.14
2016-05-11,pd,30.4,31.043333333333337,30.815
2016-05-11,pd,31,31.053333333333335,30.865
2016-05-11,fi,10,11.823333333333332,11.78
2016-05-11,fi,12.3,11.783333333333333,11.745
2016-05-11,ln,14,14.126666666666667,14.075
2016-05-11,ln,14.5,14.143333333333334,14.11
2016-05-11,fdl,3.6,4.473333333333333,4.44
2016-05-11,fdl,4.8,4.4766666666666675,4.42
2016-05-11,m5s,28,26.853333333333335,27.235
2016-05-11,m5s,28.2,26.943333333333335,27.32
2016-05-11,others,3.6,4.163333333333333,4.1
2016-05-11,others,4.6,4.156666666666667,4.095
2016-05-11,si,4.5,4.3533333333333335,4.28
2016-05-11,si,4.6,4.373333333333334,4.32
2016-05-11,ap,2.3,3.113333333333333,3.0949999999999998
2016-05-11,ap,3.6,3.14,3.125
2016-05-12,pd,31.7,31.110000000000003,30.925
2016-05-12,fi,11.6,11.836666666666666,11.7
2016-05-12,ln,14.7,14.166666666666666,14.17
2016-05-12,fdl,3.5,4.463333333333334,4.32
2016-05-12,m5s,27.2,27.040000000000003,27.305
2016-05-12,others,3.6,4.133333333333334,4.125
2016-05-12,si,4,4.383333333333334,4.295
2016-05-12,ap,3.7,3.1733333333333333,3.16
2016-05-13,pd,30,31.003333333333334,30.925
2016-05-13,pd,31,30.92,30.885
2016-05-13,fi,11,11.856666666666666,11.75
2016-05-13,fi,13,11.876666666666665,11.88
2016-05-13,ln,14,14.15,14.15
2016-05-13,ln,14,14.129999999999999,14.125
2016-05-13,fdl,4.5,4.48,4.35
2016-05-13,fdl,5.5,4.48,4.375
2016-05-13,m5s,26.5,27.063333333333336,27.315
2016-05-13,m5s,27.5,27.09666666666667,27.34
2016-05-13,others,4,4.12,4.15
2016-05-13,others,6,4.1033333333333335,4.1
2016-05-13,si,3,4.35,4.27
2016-05-13,si,4,4.3066666666666675,4.15
2016-05-13,ap,3,3.1733333333333333,3.16
2016-05-13,ap,3,3.1566666666666667,3.145
2016-05-15,pd,30.6,30.936666666666667,30.855
2016-05-15,fi,12,11.876666666666665,11.92
2016-05-15,ln,14.2,14.153333333333332,14.185
2016-05-15,fdl,4.7,4.456666666666666,4.42
2016-05-15,m5s,27.7,27.110000000000003,27.46
2016-05-15,others,3.8,4.133333333333334,4.12
2016-05-15,si,4.2,4.263333333333334,4.19
2016-05-15,ap,2.8,3.14,3.135
2016-05-16,pd,30.5,30.923333333333336,30.78
2016-05-16,fi,13.3,11.913333333333332,11.97
2016-05-16,ln,13.3,14.116666666666667,14.09
2016-05-16,fdl,5,4.4766666666666675,4.395
2016-05-16,m5s,26,27.066666666666666,27.44
2016-05-16,others,5.3,4.213333333333334,4.155
2016-05-16,si,3.8,4.24,4.07
2016-05-16,ap,2.8,3.1199999999999997,3.1
2016-05-18,pd,30.6,30.933333333333334,30.785
2016-05-18,pd,31.2,30.886666666666667,30.795
2016-05-18,pd,32,30.85,30.85
2016-05-18,fi,10.3,11.806666666666667,11.89
2016-05-18,fi,11.9,11.873333333333333,11.845
2016-05-18,fi,12,11.84,11.895
2016-05-18,ln,14.2,14.126666666666667,14.055
2016-05-18,ln,14.4,14.146666666666667,14.1
2016-05-18,ln,14.5,14.133333333333333,14.17
2016-05-18,fdl,3.7,4.416666666666667,4.36
2016-05-18,fdl,4,4.430000000000001,4.32
2016-05-18,fdl,4.8,4.456666666666666,4.38
2016-05-18,m5s,25.9,27.053333333333335,27.355
2016-05-18,m5s,27,27.113333333333337,27.42
2016-05-18,m5s,28.7,27.223333333333336,27.5
2016-05-18,others,2,4.1433333333333335,4.085
2016-05-18,others,3.5,4.14,4
2016-05-18,others,3.6,4.046666666666667,4.055
2016-05-18,si,4,4.243333333333334,4.045
2016-05-18,si,4.2,4.27,4.055
2016-05-18,si,4.5,4.216666666666667,4.12
2016-05-18,ap,2.6,3.106666666666667,3.09
2016-05-18,ap,3.7,3.1333333333333333,3.125
2016-05-18,ap,3.8,3.1366666666666663,3.145
2016-05-19,pd,31.5,30.880000000000003,30.87
2016-05-19,fi,10.5,11.783333333333333,11.765
2016-05-19,ln,13.5,14.093333333333334,14.09
2016-05-19,fdl,5.5,4.493333333333334,4.46
2016-05-19,m5s,26,27.180000000000003,27.355
2016-05-19,others,6,4.1466666666666665,4.2
2016-05-19,si,4,4.196666666666667,4.03
2016-05-19,ap,3,3.13,3.085
2016-05-20,pd,32.9,30.97666666666667,30.91
2016-05-20,fi,11.8,11.743333333333332,11.8
2016-05-20,ln,11.8,14.026666666666667,13.955
2016-05-20,fdl,4.2,4.46,4.495
2016-05-20,m5s,30.8,27.323333333333334,27.495
2016-05-20,others,1.9,4.053333333333334,4.115
2016-05-20,si,4.2,4.21,4.055
2016-05-20,ap,2.4,3.11,3.02
2016-06-04,pd,30.7,30.983333333333334,30.91
2016-06-04,fi,11.9,11.723333333333333,11.815
2016-06-04,ln,14.4,14.056666666666667,13.96
2016-06-04,fdl,4.7,4.433333333333334,4.5
2016-06-04,m5s,27.7,27.330000000000002,27.48
2016-06-04,others,3.4,4.066666666666666,4.095
2016-06-04,si,4.3,4.203333333333334,4.055
2016-06-04,ap,2.9,3.106666666666667,3.03
2016-06-19,pd,31.4,31.030000000000005,30.98
2016-06-19,fi,11.7,11.78,11.745000000000001
2016-06-19,ln,13.4,14.023333333333333,13.965
2016-06-19,fdl,4.5,4.453333333333333,4.5
2016-06-19,m5s,29.1,27.423333333333336,27.61
2016-06-19,others,2.9,4.046666666666667,4.09
2016-06-19,si,3.9,4.216666666666667,4.075
2016-06-19,ap,3.1,3.11,3.035
2016-06-20,pd,29.3,30.94666666666667,30.92
2016-06-20,fi,13.6,11.886666666666665,11.75
2016-06-20,ln,13.1,13.976666666666667,13.945
2016-06-20,fdl,4.5,4.4366666666666665,4.49
2016-06-20,m5s,28.5,27.473333333333336,27.61
2016-06-20,others,5.1,3.9833333333333334,4.095
2016-06-20,si,3.4,4.116666666666666,4.05
2016-06-20,ap,2.5,3.0833333333333335,2.985
2016-06-22,pd,31,30.94,30.97
2016-06-22,pd,31,30.90666666666667,30.995
2016-06-22,fi,11,11.879999999999999,11.75
2016-06-22,fi,11.5,11.853333333333332,11.745000000000001
2016-06-22,ln,12,13.943333333333333,13.845
2016-06-22,ln,13.5,13.886666666666665,13.78
2016-06-22,fdl,5,4.4766666666666675,4.465
2016-06-22,fdl,5,4.46,4.555
2016-06-22,m5s,27.5,27.54666666666667,27.635
2016-06-22,m5s,29,27.633333333333333,27.68
2016-06-22,others,2,3.936666666666667,3.92
2016-06-22,others,6,3.9833333333333334,4.04
2016-06-22,si,3.5,4.12,4.025
2016-06-22,si,4.2,4.053333333333334,3.965
2016-06-22,ap,3.5,3.1,3.01
2016-06-22,ap,3.5,3.1,3.045
2016-06-23,pd,31,30.923333333333336,30.98
2016-06-23,pd,31.3,30.933333333333334,30.97
2016-06-23,fi,11.1,11.826666666666664,11.735
2016-06-23,fi,11.7,11.79,11.72
2016-06-23,ln,12.8,13.816666666666666,13.77
2016-06-23,ln,13,13.8,13.66
2016-06-23,fdl,3.1,4.416666666666667,4.51
2016-06-23,fdl,3.8,4.383333333333334,4.45
2016-06-23,m5s,28.2,27.653333333333332,27.765
2016-06-23,m5s,30,27.79666666666667,27.89
2016-06-23,others,4,4.003333333333334,4.06
2016-06-23,others,5.6,4.016666666666667,4.04
2016-06-23,si,3.3,4.013333333333334,3.955
2016-06-23,si,4.1,4.016666666666667,3.985
2016-06-23,ap,3.3,3.1166666666666667,3.085
2016-06-23,ap,3.9,3.1466666666666665,3.11
2016-06-24,pd,30.3,30.913333333333338,30.97
2016-06-24,fi,11.8,11.816666666666666,11.7
2016-06-24,ln,12.2,13.77,13.575
2016-06-24,fdl,4.7,4.42,4.455
2016-06-24,m5s,28.8,27.853333333333335,27.915
2016-06-24,others,4.8,4.093333333333334,4.085
2016-06-24,si,4.2,4.05,3.995
2016-06-24,ap,3.2,3.14,3.13
2016-06-26,pd,31.2,30.916666666666668,31.01
2016-06-26,pd,31.5,30.89666666666667,31.035
2016-06-26,fi,10.5,11.729999999999999,11.725
2016-06-26,fi,11.7,11.75,11.695
2016-06-26,ln,12.4,13.68,13.495
2016-06-26,ln,15,13.696666666666665,13.52
2016-06-26,fdl,3,4.39,4.425
2016-06-26,fdl,4.3,4.416666666666667,4.4
2016-06-26,m5s,30,27.89,28.015
2016-06-26,m5s,31.7,28.013333333333335,28.19
2016-06-26,others,2,4.056666666666667,4.005
2016-06-26,others,4,4.07,3.975
2016-06-26,si,3,3.9566666666666666,3.92
2016-06-26,si,3.4,3.9466666666666668,3.86
2016-06-26,ap,3,3.1,3.165
2016-06-26,ap,3.3,3.0866666666666664,3.15
2016-06-27,pd,29,30.84,30.9
2016-06-27,pd,30.5,30.85666666666667,30.925
2016-06-27,fi,10,11.696666666666665,11.615
2016-06-27,fi,13.6,11.713333333333333,11.745
2016-06-27,ln,13,13.653333333333332,13.435
2016-06-27,ln,15.5,13.726666666666667,13.51
2016-06-27,fdl,3.2,4.37,4.385
2016-06-27,fdl,4.8,4.38,4.4
2016-06-27,m5s,28.9,28.043333333333337,28.275
2016-06-27,m5s,31.4,28.206666666666667,28.52
2016-06-27,others,1.9,4.006666666666667,3.89
2016-06-27,others,3.6,4.026666666666667,3.87
2016-06-27,si,3,3.9033333333333338,3.81
2016-06-27,si,3,3.886666666666667,3.81
2016-06-27,ap,2.3,3.0733333333333333,3.08
2016-06-27,ap,2.8,3.066666666666667,3.07
2016-06-29,pd,30.2,30.84666666666667,30.885
2016-06-29,pd,31,30.880000000000003,30.905
2016-06-29,pd,31.2,30.903333333333332,30.94
2016-06-29,fi,10.7,11.62,11.63
2016-06-29,fi,11,11.62,11.58
2016-06-29,fi,11.5,11.616666666666667,11.49
2016-06-29,ln,11.8,13.669999999999998,13.4
2016-06-29,ln,12,13.603333333333332,13.290000000000001
2016-06-29,ln,13.9,13.573333333333332,13.32
2016-06-29,fdl,2.7,4.3133333333333335,4.26
2016-06-29,fdl,2.7,4.22,4.16
2016-06-29,fdl,5,4.28,4.16
2016-06-29,m5s,28,28.19,28.544999999999998
2016-06-29,m5s,29,28.256666666666668,28.61
2016-06-29,m5s,32.3,28.39666666666667,28.925
2016-06-29,others,3.6,3.98,3.75
2016-06-29,others,5.2,3.97,3.82
2016-06-29,others,6.5,4.066666666666666,3.88
2016-06-29,si,3,3.856666666666667,3.76
2016-06-29,si,3.7,3.8466666666666667,3.735
2016-06-29,si,5.4,3.8466666666666667,3.815
2016-06-29,ap,2.5,3.033333333333333,3.045
2016-06-29,ap,3.5,3.05,3.08
2016-06-29,ap,3.6,3.0766666666666667,3.12
2016-06-30,pd,30.7,30.883333333333333,30.945
2016-06-30,fi,12.1,11.643333333333333,11.58
2016-06-30,ln,12.5,13.556666666666667,13.235
2016-06-30,fdl,3.9,4.276666666666667,4.17
2016-06-30,m5s,30.4,28.526666666666667,29.15
2016-06-30,others,3.4,4.0600000000000005,3.95
2016-06-30,si,3.5,3.8466666666666667,3.79
2016-06-30,ap,3.5,3.11,3.165
2016-07-01,pd,30.5,30.85,30.91
2016-07-01,fi,12,11.643333333333333,11.584999999999999
2016-07-01,ln,12.2,13.456666666666667,13.125
2016-07-01,fdl,4.5,4.26,4.195
2016-07-01,m5s,29.2,28.583333333333332,29.259999999999998
2016-07-01,others,4.5,4.010000000000001,4
2016-07-01,si,4,3.8633333333333337,3.78
2016-07-01,ap,3.1,3.1,3.135
2016-07-03,pd,30.6,30.860000000000003,30.84
2016-07-03,fi,12.9,11.666666666666666,11.629999999999999
2016-07-03,ln,13.7,13.45,13.085
2016-07-03,fdl,4,4.24,4.155
2016-07-03,m5s,31,28.673333333333336,29.375
2016-07-03,others,1.7,3.936666666666667,3.905
2016-07-03,si,3,3.83,3.705
2016-07-03,ap,3.1,3.11,3.1
2016-07-06,pd,30.9,30.87666666666667,30.81
2016-07-06,fi,10.3,11.676666666666666,11.62
2016-07-06,ln,13.3,13.426666666666668,13.075
2016-07-06,fdl,2.3,4.196666666666667,3.995
2016-07-06,m5s,29.5,28.723333333333336,29.55
2016-07-06,others,3.1,3.9200000000000004,3.76
2016-07-06,si,3.5,3.796666666666667,3.68
2016-07-06,ap,2.9,3.13,3.0949999999999998
2016-07-07,pd,30.5,30.860000000000003,30.69
2016-07-07,fi,13.1,11.703333333333331,11.685
2016-07-07,ln,13.2,13.383333333333333,13.145
2016-07-07,fdl,3.3,4.1466666666666665,3.95
2016-07-07,m5s,29.5,28.766666666666666,29.485
2016-07-07,others,3.5,3.8833333333333333,3.84
2016-07-07,si,3.4,3.756666666666667,3.64
2016-07-07,ap,3.5,3.1266666666666665,3.15
2016-07-08,pd,30,30.803333333333335,30.655
2016-07-08,fi,8.5,11.6,11.515
2016-07-08,ln,13,13.326666666666666,13.075
2016-07-08,fdl,5.3,4.206666666666667,3.98
2016-07-08,m5s,30,28.860000000000003,29.6
2016-07-08,others,7,3.996666666666667,4.02
2016-07-08,si,3.5,3.74,3.6
2016-07-08,ap,2.7,3.0933333333333333,3.14
2016-07-10,pd,30.9,30.833333333333332,30.63
2016-07-10,fi,13.2,11.673333333333334,11.59
2016-07-10,ln,13.4,13.306666666666667,13.075
2016-07-10,fdl,3.8,4.183333333333334,3.945
2016-07-10,m5s,30.9,29.006666666666668,29.689999999999998
2016-07-10,others,2.2,3.936666666666667,3.985
2016-07-10,si,2.7,3.73,3.54
2016-07-10,ap,2.9,3.0900000000000003,3.13
2016-07-11,pd,31.5,30.85,30.74
2016-07-11,fi,11.5,11.623333333333333,11.485
2016-07-11,ln,12,13.24,13.02
2016-07-11,fdl,4.5,4.15,3.945
2016-07-11,m5s,27.5,29.006666666666668,29.64
2016-07-11,others,6,3.936666666666667,4.03
2016-07-11,si,3.5,3.7133333333333334,3.545
2016-07-11,ap,3.5,3.106666666666667,3.18
